key,text,status,cdn_status,bytes,needs_purge,reason,attempts,provider
elevenlabs|el:lily|0.7||gratitude,gratitude,created,200,33408,no,,1,openai
elevenlabs|el:lily|0.7||merry,merry,created,200,54144,no,,1,openai
elevenlabs|el:lily|0.7||firecracker,firecracker,created,200,38016,no,,1,openai
elevenlabs|el:lily|0.7||march,march,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||wedding,wedding,created,200,24576,no,,1,openai
elevenlabs|el:lily|0.7||eve,eve,created,200,36864,no,,1,openai
elevenlabs|el:lily|0.7||envelope,envelope,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.7||turkey,turkey,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||feature,feature,created,200,59904,no,,1,openai
elevenlabs|el:lily|0.7||represent,represent,created,200,9600,no,,1,openai
elevenlabs|el:lily|0.7||significant,significant,created,200,40320,no,,1,openai
elevenlabs|el:lily|0.7||typical,typical,created,200,56448,no,,1,openai
elevenlabs|el:lily|0.7||region,region,created,200,38016,no,,1,openai
elevenlabs|el:lily|0.7||commercial,commercial,created,200,34560,no,,1,openai
elevenlabs|el:lily|0.7||commercialise,commercialise,created,200,36096,no,,1,openai
elevenlabs|el:lily|0.7||fade,fade,created,200,41472,no,,1,openai
elevenlabs|el:lily|0.7||evil,evil,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||faith,faith,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.7||riddle,riddle,created,200,20736,no,,1,openai
elevenlabs|el:lily|0.7||charm,charm,created,200,64512,no,,1,openai
elevenlabs|el:lily|0.7||lunar,lunar,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.7||wrestle,wrestle,created,200,22272,no,,1,openai
elevenlabs|el:lily|0.7||grace,grace,created,200,33408,no,,1,openai
elevenlabs|el:lily|0.7||set off,set off,created,200,49536,no,,1,openai
elevenlabs|el:lily|0.7||moral,moral,created,200,25344,no,,1,openai
elevenlabs|el:lily|0.7||virtue,virtue,created,200,41472,no,,1,openai
elevenlabs|el:lily|0.7||dilemma,dilemma,created,200,22272,no,,1,openai
elevenlabs|el:lily|0.7||principle,principle,created,200,24576,no,,1,openai
elevenlabs|el:lily|0.7||precious,precious,created,200,36096,no,,1,openai
elevenlabs|el:lily|0.7||entrust,entrust,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.7||reject,reject,created,200,26880,no,,1,openai
elevenlabs|el:lily|0.7||rejection,rejection,created,200,22272,no,,1,openai
elevenlabs|el:lily|0.7||complain,complain,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.7||complaint,complaint,created,200,38016,no,,1,openai
elevenlabs|el:lily|0.7||majority,majority,created,200,24576,no,,1,openai
elevenlabs|el:lily|0.7||tuition,tuition,created,200,36096,no,,1,openai
elevenlabs|el:lily|0.7||respond,respond,created,200,28800,no,,1,openai
elevenlabs|el:lily|0.7||response,response,created,200,67968,no,,1,openai
elevenlabs|el:lily|0.7||elect,elect,created,200,28032,no,,1,openai
elevenlabs|el:lily|0.7||election,election,created,200,63744,no,,1,openai
elevenlabs|el:lily|0.7||publish,publish,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.7||retire,retire,created,200,63744,no,,1,openai
elevenlabs|el:lily|0.7||saving,saving,created,200,31488,no,,1,openai
elevenlabs|el:lily|0.7||despair,despair,created,200,51840,no,,1,openai
elevenlabs|el:lily|0.7||disguise,disguise,created,200,29952,no,,1,openai
elevenlabs|el:lily|0.7||complain about,complain about,created,200,46080,no,,1,openai
