cache_key,text,voice_id,speed,cdn_url,storage_url,source_ref,record_id,field
elevenlabs|el:lily|0.7||pardon,pardon,el:lily,0.7,https://audio.bigmooneducation.com/de/de65d1dbefbb36d1168534c33720d8601d970f87417d02b7f4d513440685d13c.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/de/de65d1dbefbb36d1168534c33720d8601d970f87417d02b7f4d513440685d13c.mp3,table:junior_vocab,junior_vocab:fb17e500-7286-43a5-90b7-c1ec02e9ed3c,word@hubSlow
openai|nova|0.85||pardon,pardon,nova,0.85,https://audio.bigmooneducation.com/3b/3b4b7c9ab260cd07b8a01337c7ab9028f4b31f5bd2a20f843fe8322e8b35a697.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/3b/3b4b7c9ab260cd07b8a01337c7ab9028f4b31f5bd2a20f843fe8322e8b35a697.mp3,table:junior_vocab,junior_vocab:fb17e500-7286-43a5-90b7-c1ec02e9ed3c,word@userDefault
elevenlabs|el:lily|0.85||catch,catch,el:lily,0.85,https://audio.bigmooneducation.com/e3/e36785bf51ae526f8b48ebc87b2e235532c2d22da47f4edc5166e8bc0a6254ca.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/e3/e36785bf51ae526f8b48ebc87b2e235532c2d22da47f4edc5166e8bc0a6254ca.mp3,table:junior_vocab,junior_vocab:fb2cc930-5d27-4ff6-bdae-54059f5d9dac,word@hubNormal
elevenlabs|el:lily|0.7||catch,catch,el:lily,0.7,https://audio.bigmooneducation.com/5d/5d0d59e294d36bb1c74c97231e2b8d984993df36a7e1f7d7a86abd17942bbb16.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/5d/5d0d59e294d36bb1c74c97231e2b8d984993df36a7e1f7d7a86abd17942bbb16.mp3,table:junior_vocab,junior_vocab:fb2cc930-5d27-4ff6-bdae-54059f5d9dac,word@hubSlow
openai|nova|0.85||catch,catch,nova,0.85,https://audio.bigmooneducation.com/6a/6a8fccbcbf871ba0b050fc991b70cc48aebd7eb26277ef57e4ea8c4adf26de63.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/6a/6a8fccbcbf871ba0b050fc991b70cc48aebd7eb26277ef57e4ea8c4adf26de63.mp3,table:junior_vocab,junior_vocab:fb2cc930-5d27-4ff6-bdae-54059f5d9dac,word@userDefault
elevenlabs|el:lily|0.85||ambition,ambition,el:lily,0.85,https://audio.bigmooneducation.com/06/0627dd04a70de66d07c70cef5bf6116b1fdd26dba491c164f67c09056a7c38ff.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/06/0627dd04a70de66d07c70cef5bf6116b1fdd26dba491c164f67c09056a7c38ff.mp3,table:junior_vocab,junior_vocab:fb9833dc-22f3-551a-8df7-902a67cf08e1,word@hubNormal
elevenlabs|el:lily|0.7||ambition,ambition,el:lily,0.7,https://audio.bigmooneducation.com/e5/e5ce5eb6c0bb4bdad4ddc979f6cdf4d55309f6c0ea7567899b123c264da0004a.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/e5/e5ce5eb6c0bb4bdad4ddc979f6cdf4d55309f6c0ea7567899b123c264da0004a.mp3,table:junior_vocab,junior_vocab:fb9833dc-22f3-551a-8df7-902a67cf08e1,word@hubSlow
openai|nova|0.85||ice hockey,ice hockey,nova,0.85,https://audio.bigmooneducation.com/aa/aa10f28266556e09b34b278a42b193c99e4981906a5a33b93fca5457f8c3f38d.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/aa/aa10f28266556e09b34b278a42b193c99e4981906a5a33b93fca5457f8c3f38d.mp3,table:junior_vocab,junior_vocab:fbb4a37e-805e-5b7d-a8db-36ff5eed8888,word@userDefault
elevenlabs|el:lily|0.7||go shopping,go shopping,el:lily,0.7,https://audio.bigmooneducation.com/60/60b3b9b95b66885c1fed2e0de8e9dd9a2f16cea40c752e048fc3d44f4285546e.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/60/60b3b9b95b66885c1fed2e0de8e9dd9a2f16cea40c752e048fc3d44f4285546e.mp3,table:junior_vocab,junior_vocab:fbd695b2-9f15-535f-b9fa-3c3287210413,word@hubSlow
openai|nova|0.85||go shopping,go shopping,nova,0.85,https://audio.bigmooneducation.com/f5/f56e7e6b6147df3fecfdaea056764a0c838e50d4b03d6514e9e62a1addfaaa46.mp3,https://degqpiiddkxcuzwombwp.supabase.co/storage/v1/object/public/tts-audio/f5/f56e7e6b6147df3fecfdaea056764a0c838e50d4b03d6514e9e62a1addfaaa46.mp3,table:junior_vocab,junior_vocab:fbd695b2-9f15-535f-b9fa-3c3287210413,word@userDefault
